#,Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Season
7,Jaylen Brown,BOS,17,672.0,370,137,288,0.476,43,120,0.358,53,63,0.841,24,103,127,39,26,9,41,48,2019-2020
8,Kawhi Leonard,LAC,13,510.9,367,131,268,0.489,24,73,0.329,81,94,0.862,24,97,121,72,30,11,33,29,2019-2020
9,James Harden,HOU,12,447.8,355,109,228,0.478,39,117,0.333,98,116,0.845,12,55,67,92,18,10,45,43,2019-2020
10,Bam Adebayo,MIA,19,687.2,338,124,220,0.564,0,1,0.0,90,115,0.783,47,149,196,84,19,16,47,58,2019-2020
11,Tyler Herro,MIA,21,706.5,335,120,277,0.433,48,128,0.375,47,54,0.87,7,100,107,77,8,2,42,31,2019-2020
12,Kemba Walker,BOS,17,627.8,334,113,256,0.441,39,126,0.31,69,81,0.852,6,63,69,86,15,7,32,43,2019-2020
13,Goran Dragic,MIA,17,553.0,324,119,268,0.444,37,107,0.346,49,61,0.803,13,56,69,75,17,2,39,50,2019-2020
14,Paul George,LAC,13,478.8,263,88,221,0.398,37,111,0.333,50,55,0.909,14,65,79,49,19,7,40,49,2019-2020
15,Donovan Mitchell,UTA,7,263.6,254,83,157,0.529,33,64,0.516,55,58,0.948,6,29,35,34,7,2,29,11,2019-2020
16,Jae Crowder,MIA,21,660.0,252,81,201,0.403,55,161,0.342,35,46,0.761,11,106,117,39,14,12,15,55,2019-2020
17,Marcus Smart,BOS,17,647.7,246,78,198,0.394,41,123,0.333,49,56,0.875,10,79,89,78,21,8,45,55,2019-2020
18,Duncan Robinson,MIA,21,600.2,245,75,176,0.426,62,156,0.397,33,38,0.868,5,53,58,38,14,6,16,65,2019-2020
19,Giannis Antetokounmpo,MIL,9,277.3,240,90,161,0.559,13,40,0.325,47,81,0.58,27,97,124,51,6,8,30,31,2019-2020
20,Kentavious Caldwell-Pope,LAL,21,608.3,225,79,189,0.418,45,119,0.378,22,27,0.815,8,36,44,28,21,4,15,40,2019-2020
21,Jerami Grant,DEN,19,652.7,221,71,175,0.406,31,95,0.326,48,54,0.889,8,55,63,25,11,15,25,59,2019-2020
22,"Michael Porter, Jr.",DEN,19,451.1,216,78,164,0.476,34,89,0.382,26,35,0.743,21,106,127,16,13,6,25,43,2019-2020
23,Fred VanVleet,TOR,11,429.9,216,76,190,0.4,43,110,0.391,21,25,0.84,5,43,48,76,18,7,22,27,2019-2020
24,Kyle Kuzma,LAL,21,484.1,209,77,179,0.43,26,83,0.313,29,37,0.784,18,47,65,17,6,7,21,50,2019-2020
25,Eric Gordon,HOU,12,409.6,208,72,176,0.409,29,90,0.322,35,40,0.875,6,26,32,36,10,7,24,26,2019-2020
26,Khris Middleton,MIL,10,355.3,203,71,180,0.394,23,65,0.354,38,46,0.826,5,64,69,60,11,2,34,41,2019-2020
27,Kyle Lowry,TOR,11,413.1,195,62,148,0.419,23,72,0.319,48,60,0.8,8,64,72,64,19,8,28,40,2019-2020
28,Pascal Siakam,TOR,11,418.2,187,72,182,0.396,10,53,0.189,33,46,0.717,14,69,83,42,12,4,22,33,2019-2020
29,Luka Doncic,DAL,6,214.6,186,64,128,0.5,16,44,0.364,42,64,0.656,4,55,59,52,7,3,31,17,2019-2020
30,Monte Morris,DEN,19,405.9,172,66,133,0.496,12,40,0.3,28,34,0.824,4,25,29,52,12,2,10,20,2019-2020
31,Danny Green,LAL,21,524.7,167,59,170,0.347,39,115,0.339,10,15,0.667,25,41,66,26,20,16,12,48,2019-2020
32,Lou Williams,LAC,13,341.2,166,62,146,0.425,12,51,0.235,30,37,0.811,7,34,41,55,10,2,21,18,2019-2020
33,Serge Ibaka,TOR,11,251.4,163,63,110,0.573,23,45,0.511,14,14,1.0,17,68,85,13,2,14,12,27,2019-2020
34,Brook Lopez,MIL,10,327.8,158,61,114,0.535,21,53,0.396,15,20,0.75,19,36,55,5,10,13,12,27,2019-2020
35,Marcus Morris,LAC,13,388.3,153,56,111,0.505,28,59,0.475,13,14,0.929,11,52,63,21,11,1,9,39,2019-2020
36,Daniel Theis,BOS,17,482.0,152,61,117,0.521,4,26,0.154,26,33,0.788,32,89,121,25,6,21,15,66,2019-2020
37,Paul Millsap,DEN,19,459.4,152,47,118,0.398,15,44,0.341,43,54,0.796,26,63,89,23,12,9,25,49,2019-2020
38,Chris Paul,OKC,7,261.2,149,55,112,0.491,16,43,0.372,23,26,0.885,3,49,52,37,11,3,23,18,2019-2020
39,Norman Powell,TOR,11,273.3,147,51,104,0.49,22,52,0.423,23,29,0.793,4,22,26,11,6,3,11,29,2019-2020
40,Rajon Rondo,LAL,16,395.4,143,55,121,0.455,20,50,0.4,13,19,0.684,13,56,69,105,22,2,34,36,2019-2020
41,Russell Westbrook,HOU,8,261.7,143,59,140,0.421,8,33,0.242,17,32,0.531,11,45,56,37,12,2,30,23,2019-2020
42,Nikola Vucevic,ORL,5,184.7,140,56,111,0.505,18,44,0.409,10,11,0.909,9,46,55,20,4,3,13,13,2019-2020
43,Jeff Green,HOU,12,341.3,139,51,103,0.495,23,54,0.426,14,17,0.824,5,55,60,19,6,6,15,27,2019-2020
44,Alex Caruso,LAL,21,509.8,137,48,113,0.425,17,61,0.279,24,30,0.8,15,33,48,59,23,12,31,55,2019-2020
45,Montrezl Harrell,LAC,13,243.2,136,47,82,0.573,1,5,0.2,41,68,0.603,11,27,38,5,5,7,12,28,2019-2020
46,Robert Covington,HOU,12,378.7,134,47,95,0.495,34,68,0.5,6,7,0.857,8,52,60,16,30,13,12,45,2019-2020
47,Kelly Olynyk,MIA,17,258.5,130,45,95,0.474,17,49,0.347,23,28,0.821,13,66,79,19,4,8,13,35,2019-2020
48,Markieff Morris,LAL,21,385.5,124,44,98,0.449,29,69,0.42,7,9,0.778,12,52,64,20,6,3,17,54,2019-2020
49,Dennis Schroder,OKC,7,226.9,121,44,109,0.404,13,45,0.289,20,25,0.8,2,24,26,25,4,1,17,15,2019-2020
50,Joel Embiid,PHI,4,144.6,120,34,74,0.459,4,16,0.25,48,59,0.814,11,38,49,5,6,5,15,18,2019-2020
51,Ivica Zubac,LAC,13,320.3,118,44,78,0.564,0,0,0.0,30,37,0.811,31,62,93,8,2,10,12,34,2019-2020
52,Rudy Gobert,UTA,7,270.3,118,48,74,0.649,0,0,0.0,22,42,0.524,24,56,80,8,4,10,9,26,2019-2020
53,Jordan Clarkson,UTA,7,200.1,117,45,97,0.464,17,49,0.347,10,10,1.0,2,22,24,15,6,0,7,15,2019-2020
54,C.J. McCollum,POR,5,196.2,116,44,99,0.444,13,35,0.371,15,22,0.682,5,24,29,16,6,2,15,10,2019-2020
55,OG Anunoby,TOR,11,393.0,115,40,88,0.455,17,41,0.415,18,28,0.643,26,50,76,13,11,13,16,27,2019-2020
56,Shai Gilgeous-Alexander,OKC,7,279.0,114,39,90,0.433,14,35,0.4,22,23,0.957,3,34,37,29,7,3,15,17,2019-2020
57,Tim Hardaway Jr.,DAL,6,203.6,107,40,95,0.421,19,54,0.352,8,11,0.727,3,18,21,11,2,0,3,16,2019-2020
58,Eric Bledsoe,MIL,9,267.1,105,38,98,0.388,8,32,0.25,21,26,0.808,5,36,41,53,11,6,23,20,2019-2020
59,Danilo Gallinari,OKC,7,211.8,105,32,79,0.405,12,37,0.324,29,30,0.967,5,33,38,7,5,1,15,11,2019-2020
60,Dwight Howard,LAL,18,282.0,104,39,57,0.684,1,2,0.5,25,45,0.556,32,51,83,9,8,8,16,55,2019-2020
61,Gary Harris,DEN,14,379.3,104,34,90,0.378,19,52,0.365,17,22,0.773,7,21,28,24,16,4,21,45,2019-2020
62,Danuel House,HOU,9,279.1,103,37,85,0.435,19,53,0.358,10,13,0.769,10,42,52,13,8,0,7,22,2019-2020
63,Mike Conley,UTA,5,164.9,99,31,64,0.484,18,34,0.529,19,22,0.864,3,11,14,26,8,1,5,10,2019-2020
64,Damian Lillard,POR,4,142.6,97,26,64,0.406,13,33,0.394,32,33,0.97,1,13,14,17,2,1,14,4,2019-2020
65,P.J. Tucker,HOU,12,414.1,95,35,88,0.398,25,67,0.373,0,0,0.0,23,63,86,18,13,3,12,47,2019-2020
66,George Hill,MIL,10,268.4,95,32,67,0.478,10,28,0.357,21,26,0.808,5,19,24,31,6,0,16,17,2019-2020
67,Kendrick Nunn,MIA,15,239.2,92,36,92,0.391,12,43,0.279,8,8,1.0,3,29,32,20,3,3,12,21,2019-2020
68,Malcolm Brogdon,IND,4,159.8,86,26,65,0.4,9,24,0.375,25,28,0.893,0,17,17,40,4,0,10,10,2019-2020
69,Torrey Craig,DEN,19,375.5,86,33,78,0.423,11,42,0.262,9,13,0.692,13,49,62,13,7,7,9,44,2019-2020
70,Brad Wanamaker,BOS,17,272.7,84,29,60,0.483,12,27,0.444,14,16,0.875,2,32,34,30,12,4,18,32,2019-2020
71,Terrence Ross,ORL,5,135.1,82,30,64,0.469,10,30,0.333,12,14,0.857,1,21,22,5,4,1,8,14,2019-2020
72,Caris LeVert,BRK,4,139.6,81,27,73,0.37,9,21,0.429,18,25,0.72,8,16,24,38,5,1,13,7,2019-2020
73,T.J. Warren,IND,4,156.3,80,32,68,0.471,7,19,0.368,9,9,1.0,5,20,25,12,9,1,11,16,2019-2020
74,Andre Iguodala,MIA,21,409.7,79,30,65,0.462,14,39,0.359,5,7,0.714,11,43,54,31,17,13,14,44,2019-2020
75,JaMychal Green,LAC,13,221.7,79,31,55,0.564,10,23,0.435,7,9,0.778,13,36,49,7,2,3,5,29,2019-2020
76,Seth Curry,DAL,6,172.7,77,31,53,0.585,10,21,0.476,5,5,1.0,2,9,11,8,6,0,8,14,2019-2020
77,Carmelo Anthony,POR,5,175.6,76,28,68,0.412,8,19,0.421,12,14,0.857,1,24,25,10,5,2,13,20,2019-2020
78,Luguentz Dort,OKC,6,174.9,75,27,76,0.355,13,50,0.26,8,15,0.533,5,17,22,6,2,6,15,25,2019-2020
79,Trey Burke,DAL,6,156.4,74,30,59,0.508,8,17,0.471,6,10,0.6,2,17,19,12,8,2,6,14,2019-2020
80,Wesley Matthews,MIL,10,246.3,72,24,57,0.421,17,43,0.395,7,10,0.7,6,12,18,9,9,4,7,20,2019-2020
81,Steven Adams,OKC,7,210.3,71,31,52,0.596,0,1,0.0,9,20,0.45,34,47,81,9,4,2,16,10,2019-2020
82,Jusuf Nurkic,POR,5,161.3,71,25,57,0.439,3,11,0.273,18,23,0.783,14,38,52,18,7,1,13,21,2019-2020
83,Kristaps Porzingis,DAL,3,94.4,71,21,40,0.525,9,17,0.529,20,23,0.87,3,23,26,2,0,3,3,9,2019-2020
84,Victor Oladipo,IND,4,122.5,71,22,56,0.393,12,33,0.364,15,16,0.938,0,13,13,10,9,0,14,14,2019-2020
85,Landry Shamet,LAC,13,243.1,68,24,59,0.407,15,42,0.357,5,7,0.714,0,22,22,17,6,3,13,18,2019-2020
86,Josh Richardson,PHI,4,144.2,67,20,56,0.357,10,28,0.357,17,18,0.944,4,11,15,13,2,2,8,12,2019-2020
87,Marc Gasol,TOR,11,227.8,66,25,64,0.391,5,27,0.185,11,15,0.733,4,44,48,29,5,7,16,32,2019-2020
88,Donte DiVincenzo,MIL,10,164.8,66,23,51,0.451,7,21,0.333,13,20,0.65,8,24,32,12,7,3,10,21,2019-2020
89,D.J. Augustin,ORL,5,127.9,66,18,46,0.391,8,17,0.471,22,23,0.957,0,10,10,30,1,0,12,6,2019-2020
90,Joe Ingles,UTA,7,234.3,64,22,54,0.407,14,40,0.35,6,6,1.0,1,23,24,33,4,1,4,15,2019-2020
91,Evan Fournier,ORL,5,170.6,64,20,57,0.351,12,35,0.343,12,17,0.706,3,17,20,13,6,3,9,10,2019-2020
92,Timothe Luwawu-Cabarrot,BRK,4,131.3,64,20,59,0.339,13,39,0.333,11,12,0.917,1,14,15,6,3,0,8,14,2019-2020
93,Myles Turner,IND,4,145.5,63,25,44,0.568,6,14,0.429,7,16,0.438,11,32,43,3,2,16,9,13,2019-2020
94,Tobias Harris,PHI,4,148.6,63,23,60,0.383,2,15,0.133,15,19,0.789,14,24,38,16,2,1,5,11,2019-2020
95,Kyle Korver,MIL,10,118.7,62,20,47,0.426,15,37,0.405,7,7,1.0,1,7,8,1,3,1,5,9,2019-2020
96,Dorian Finney-Smith,DAL,6,190.6,61,23,52,0.442,11,30,0.367,4,5,0.8,12,22,34,19,7,3,9,22,2019-2020
97,Markelle Fultz,ORL,5,146.7,60,24,60,0.4,6,16,0.375,6,7,0.857,0,11,11,26,5,3,13,20,2019-2020
98,Reggie Jackson,LAC,12,169.9,59,21,48,0.438,17,32,0.531,0,0,0.0,2,19,21,11,2,1,5,18,2019-2020
99,Georges Niang,UTA,7,114.1,58,22,44,0.5,12,29,0.414,2,2,1.0,4,11,15,4,0,1,2,9,2019-2020
100,Shake Milton,PHI,4,125.9,58,21,44,0.477,10,25,0.4,6,7,0.857,1,12,13,11,2,0,6,13,2019-2020
101,Austin Rivers,HOU,12,211.0,57,19,61,0.311,9,35,0.257,10,13,0.769,2,28,30,16,7,1,8,22,2019-2020
102,Marvin Williams,MIL,10,178.7,55,21,47,0.447,10,23,0.435,3,3,1.0,13,35,48,9,5,3,3,14,2019-2020
103,Tyler Johnson,BRK,4,92.8,55,21,46,0.457,11,28,0.393,2,2,1.0,0,7,7,9,0,1,3,11,2019-2020
104,Gordon Hayward,BOS,5,157.2,54,20,50,0.4,7,24,0.292,7,8,0.875,3,17,20,14,7,2,7,10,2019-2020
105,Patrick Beverley,LAC,8,166.3,50,20,39,0.513,8,22,0.364,2,4,0.5,9,24,33,19,8,3,7,31,2019-2020
106,Enes Freedom,BOS,11,102.4,50,22,42,0.524,1,1,1.0,5,10,0.5,19,24,43,7,0,0,4,19,2019-2020
107,Robert Williams,BOS,13,149.2,48,23,31,0.742,0,1,0.0,2,6,0.333,22,29,51,10,3,6,7,18,2019-2020
108,Garrett Temple,BRK,4,137.2,48,17,49,0.347,9,36,0.25,5,6,0.833,0,11,11,8,3,1,6,12,2019-2020
109,"Gary Trent, Jr.",POR,5,152.9,48,16,45,0.356,10,24,0.417,6,7,0.857,5,5,10,3,4,0,5,16,2019-2020
110,Grant Williams,BOS,17,169.6,47,15,26,0.577,10,17,0.588,7,10,0.7,7,19,26,6,2,5,4,33,2019-2020
111,Mason Plumlee,DEN,19,206.5,46,19,39,0.487,0,1,0.0,8,12,0.667,31,30,61,25,4,8,11,40,2019-2020
112,Darius Bazley,OKC,7,125.9,46,13,31,0.419,11,22,0.5,9,10,0.9,2,45,47,6,0,3,6,2,2019-2020
113,Ben McLemore,HOU,11,129.6,44,15,40,0.375,14,36,0.389,0,0,0.0,2,9,11,6,4,0,3,8,2019-2020
114,Terence Davis,TOR,6,83.8,43,14,29,0.483,8,19,0.421,7,7,1.0,2,11,13,7,1,0,6,11,2019-2020
115,Alec Burks,PHI,4,94.8,42,16,49,0.327,3,16,0.188,7,9,0.778,7,8,15,7,1,3,3,7,2019-2020
116,Jarrett Allen,BRK,4,132.2,41,14,24,0.583,0,0,0.0,13,16,0.813,17,42,59,9,2,7,11,7,2019-2020
117,JaVale McGee,LAL,14,135.2,41,20,32,0.625,0,2,0.0,1,2,0.5,16,28,44,7,2,10,9,22,2019-2020
118,Boban Marjanovic,DAL,6,82.1,41,17,30,0.567,0,1,0.0,7,9,0.778,6,29,35,5,0,2,3,9,2019-2020
119,Pat Connaughton,MIL,10,170.9,40,15,35,0.429,8,23,0.348,2,2,1.0,5,34,39,11,2,2,5,12,2019-2020
120,Maxi Kleber,DAL,6,203.4,40,13,39,0.333,5,26,0.192,9,12,0.75,10,29,39,9,2,7,4,20,2019-2020
121,Royce O'Neale,UTA,7,248.7,39,13,32,0.406,10,22,0.455,3,6,0.5,3,35,38,19,9,2,13,25,2019-2020
122,P.J. Dozier,DEN,12,124.7,38,14,33,0.424,2,8,0.25,8,14,0.571,2,16,18,12,2,2,8,13,2019-2020
123,Gary Clark,ORL,5,143.6,37,11,33,0.333,11,32,0.344,4,5,0.8,4,24,28,7,5,2,2,7,2019-2020
124,James Ennis,ORL,5,119.1,35,12,35,0.343,4,16,0.25,7,9,0.778,6,23,29,6,5,2,6,19,2019-2020
125,Hassan Whiteside,POR,5,106.1,34,13,24,0.542,1,1,1.0,7,14,0.5,7,28,35,2,1,10,6,17,2019-2020
126,Matt Thomas,TOR,10,84.2,31,13,21,0.619,5,12,0.417,0,0,0.0,1,13,14,7,1,1,1,6,2019-2020
127,Aaron Holiday,IND,4,71.9,31,12,21,0.571,4,9,0.444,3,5,0.6,1,4,5,10,4,0,4,10,2019-2020
128,Justin Holiday,IND,4,131.1,29,10,21,0.476,8,16,0.5,1,3,0.333,4,11,15,3,6,5,3,8,2019-2020
129,Al Horford,PHI,4,128.5,28,12,25,0.48,0,4,0.0,4,7,0.571,9,20,29,9,1,5,3,14,2019-2020
130,Anfernee Simons,POR,4,82.0,27,8,26,0.308,6,14,0.429,5,6,0.833,1,10,11,10,6,0,4,7,2019-2020
131,Khem Birch,ORL,5,89.5,24,7,14,0.5,0,0,0.0,10,11,0.909,9,16,25,7,1,0,5,11,2019-2020
132,Chris Chiozza,BRK,4,64.6,23,8,24,0.333,5,16,0.313,2,4,0.5,1,5,6,17,5,0,3,7,2019-2020
133,Mario Hezonja,POR,5,68.0,23,9,22,0.409,2,7,0.286,3,4,0.75,2,14,16,6,3,0,3,8,2019-2020
134,Derrick Jones,MIA,15,96.7,22,8,17,0.471,4,9,0.444,2,5,0.4,6,6,12,7,6,5,2,12,2019-2020
135,Nerlens Noel,OKC,7,97.2,21,8,17,0.471,0,1,0.0,5,10,0.5,5,24,29,3,2,5,2,15,2019-2020
136,Wesley Iwundu,ORL,5,75.8,21,6,20,0.3,4,7,0.571,5,8,0.625,1,10,11,4,3,2,3,5,2019-2020
137,Semi Ojeleye,BOS,13,122.2,21,7,28,0.25,5,23,0.217,2,2,1.0,2,10,12,1,3,0,1,9,2019-2020
138,J.R. Smith,LAL,10,74.9,20,7,26,0.269,6,22,0.273,0,0,0.0,0,3,3,3,2,0,7,11,2019-2020
139,Juwan Morgan,UTA,7,86.5,10,3,12,0.25,2,10,0.2,2,6,0.333,6,15,21,5,2,0,1,11,2019-2020
140,Matisse Thybulle,PHI,4,75.4,7,3,7,0.429,1,4,0.25,0,0,0.0,1,6,7,2,3,1,2,6,2019-2020
1,Kawhi Leonard,TOR,24,939.5,732,243,496,0.49,55,145,0.379,191,216,0.884,54,164,218,94,40,17,74,56,2018-2019
2,Stephen Curry,GSW,22,845.6,620,190,431,0.441,92,244,0.377,148,157,0.943,17,115,132,126,24,4,66,68,2018-2019
3,Pascal Siakam,TOR,24,891.3,455,180,383,0.47,29,104,0.279,66,87,0.759,39,131,170,66,25,17,33,67,2018-2019
4,Klay Thompson,GSW,21,818.0,435,164,360,0.456,70,158,0.443,37,41,0.902,12,74,86,44,28,15,38,59,2018-2019
5,Damian Lillard,POR,16,650.2,430,138,330,0.418,59,158,0.373,95,114,0.833,8,68,76,106,27,5,60,40,2018-2019
6,C.J. McCollum,POR,16,635.5,395,154,350,0.44,46,117,0.393,41,56,0.732,14,66,80,59,13,10,30,34,2018-2019
7,Kevin Durant,GSW,12,441.7,387,125,243,0.514,35,80,0.438,102,113,0.903,1,58,59,54,13,12,43,38,2018-2019
8,Giannis Antetokounmpo,MIL,15,513.9,383,129,262,0.492,18,55,0.327,107,168,0.637,37,147,184,73,17,30,50,48,2018-2019
9,Kyle Lowry,TOR,24,900.5,361,122,278,0.439,52,145,0.359,65,81,0.802,21,96,117,159,31,7,53,96,2018-2019
10,Nikola Jokic,DEN,14,556.5,352,132,261,0.506,22,56,0.393,66,78,0.846,54,128,182,118,16,13,36,54,2018-2019
11,James Harden,HOU,11,424.2,348,109,264,0.413,48,137,0.35,82,98,0.837,9,67,76,73,24,10,51,41,2018-2019
12,Jamal Murray,DEN,14,508.4,298,107,252,0.425,28,83,0.337,56,62,0.903,19,42,61,66,14,2,22,24,2018-2019
13,Draymond Green,GSW,22,850.5,292,114,229,0.498,13,57,0.228,51,71,0.718,41,182,223,187,32,33,83,85,2018-2019
14,Khris Middleton,MIL,15,515.3,254,84,201,0.418,40,92,0.435,46,52,0.885,9,86,95,66,9,0,29,44,2018-2019
15,Jimmy Butler,PHI,12,421.0,233,79,175,0.451,12,45,0.267,63,72,0.875,22,51,73,62,17,7,22,20,2018-2019
16,Marc Gasol,TOR,24,734.7,226,76,180,0.422,34,89,0.382,40,46,0.87,16,137,153,73,21,26,21,84,2018-2019
17,Serge Ibaka,TOR,24,500.3,225,92,193,0.477,9,38,0.237,32,42,0.762,35,108,143,22,11,23,25,79,2018-2019
18,Joel Embiid,PHI,11,334.3,222,68,159,0.428,12,39,0.308,74,90,0.822,21,94,115,37,8,25,40,34,2018-2019
19,Andre Iguodala,GSW,21,629.3,206,82,166,0.494,28,80,0.35,14,37,0.378,27,64,91,83,24,23,21,43,2018-2019
